uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT0000BB,W,2008-04-21,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000BC,W,2008-04-21,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000BD,W,2008-04-21,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000BE,W,2008-04-21,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000BF,W,2008-04-21,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C0,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C1,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C2,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C3,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C4,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C5,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT0000C6,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C7,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT0000C8,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000C9,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000CA,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000CB,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000CC,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000CD,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000CE,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000CF,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D0,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D1,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT0000D2,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D3,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,3
DPSRT0000D4,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D5,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D6,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D7,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D8,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000D9,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000DA,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000DB,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000DC,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000DD,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT0000DE,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000DF,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E0,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E1,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E2,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E3,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E4,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E5,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E6,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E7,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E8,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000E9,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000EA,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000EB,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000EC,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000ED,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000EE,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000EF,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F0,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F1,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F2,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F3,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F4,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F5,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F6,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F7,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F8,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000F9,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000FA,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000FB,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000FC,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000FD,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000FE,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT0000FF,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000100,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000101,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000102,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000103,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000104,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000105,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000106,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000107,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000108,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000109,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00010A,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00010B,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00010C,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00010D,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00010E,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00010F,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000110,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000111,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000112,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000113,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000114,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000115,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000116,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000117,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000118,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000119,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT00011A,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00011B,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT00011C,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00011D,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00011E,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00011F,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000120,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000121,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000122,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000123,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000124,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000125,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT000126,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000127,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT000128,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000129,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00012A,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00012B,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00012C,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00012D,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00012E,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00012F,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000130,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000131,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000132,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000133,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT000134,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000135,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000136,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000137,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000138,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000139,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00013A,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00013B,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00013C,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00013D,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00013E,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00013F,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT000140,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000141,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000142,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000143,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000144,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000145,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000146,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000147,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000148,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000149,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT00014A,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00014B,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,6
DPSRT00014C,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00014D,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00014E,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00014F,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000150,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000151,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000152,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000153,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000154,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000155,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT000156,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000157,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000158,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000159,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00015A,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00015B,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00015C,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00015D,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00015E,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00015F,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000160,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000161,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT000162,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000163,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,2
DPSRT000164,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000165,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000166,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000167,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000168,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000169,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00016A,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00016B,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00016C,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00016D,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00016E,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00016F,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,4
DPSRT000170,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000171,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000172,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000173,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH137503000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000174,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH015518000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000175,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH034919000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000176,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH050506000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000177,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000178,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH072230000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT000179,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH083747000,A09.0,ACUTE BLOODY DIARRHEA,1
DPSRT00017A,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH097332000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00017B,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH104305000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00017C,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH112402000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00017D,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH137401000,A09.0,ACUTE BLOODY DIARRHEA,0
DPSRT00017E,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH137603000,A09.0,ACUTE BLOODY DIARRHEA,0
